Metal Scale From 3" to 9":

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 2
no sorting
5.21E2	1.83E3
2.85E3	1.79E3



Bottom Inner Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 49
no sorting
1.63E3	2.28E3
1.54E3	2.27E3
1.46E3	2.25E3
1.35E3	2.22E3
1.23E3	2.16E3
1.19E3	2.13E3
1.11E3	2.08E3
1.05E3	2.02E3
8.81E2	1.82E3
8.14E2	1.69E3
7.79E2	1.60E3
7.49E2	1.47E3
7.36E2	1.34E3
7.39E2	1.22E3
7.57E2	1.10E3
7.87E2	9.95E2
8.23E2	9.06E2
8.71E2	8.13E2
9.21E2	7.37E2
9.85E2	6.57E2
1.07E3	5.75E2
1.16E3	5.02E2
1.28E3	4.33E2
1.41E3	3.81E2
1.54E3	3.49E2
1.67E3	3.35E2
1.81E3	3.38E2
1.93E3	3.60E2
2.05E3	4.05E2
2.15E3	4.66E2
2.24E3	5.40E2
2.32E3	6.32E2
2.39E3	7.33E2
2.43E3	8.27E2
2.45E3	9.21E2
2.46E3	1.03E3
2.46E3	1.14E3
2.44E3	1.24E3
2.41E3	1.35E3
2.36E3	1.45E3
2.29E3	1.54E3
2.21E3	1.62E3
2.13E3	1.68E3
2.02E3	1.74E3
1.86E3	1.79E3
1.73E3	1.80E3
1.68E3	1.79E3
1.63E3	1.78E3
1.60E3	1.77E3


Bottom Outter Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 58
no sorting
1.63E3	2.34E3
1.61E3	2.33E3
1.59E3	2.33E3
1.58E3	2.32E3
1.56E3	2.32E3
1.55E3	2.31E3
1.52E3	2.31E3
1.43E3	2.29E3
1.29E3	2.24E3
1.19E3	2.19E3
1.10E3	2.12E3
1.03E3	2.07E3
9.83E2	2.02E3
8.32E2	1.82E3
7.93E2	1.75E3
7.48E2	1.64E3
7.18E2	1.54E3
7.02E2	1.45E3
6.93E2	1.36E3
6.92E2	1.27E3
6.95E2	1.23E3
7.04E2	1.16E3
7.15E2	1.10E3
7.38E2	1.01E3
7.74E2	9.11E2
8.18E2	8.21E2
8.74E2	7.31E2
9.42E2	6.42E2
1.02E3	5.66E2
1.10E3	4.97E2
1.20E3	4.30E2
1.30E3	3.78E2
1.43E3	3.30E2
1.55E3	3.04E2
1.64E3	2.94E2
1.69E3	2.92E2
1.78E3	2.94E2
1.90E3	3.09E2
2.01E3	3.42E2
2.12E3	3.95E2
2.22E3	4.64E2
2.30E3	5.37E2
2.35E3	5.99E2
2.40E3	6.66E2
2.44E3	7.56E2
2.48E3	8.65E2
2.51E3	9.85E2
2.51E3	1.08E3
2.51E3	1.18E3
2.50E3	1.27E3
2.47E3	1.38E3
2.42E3	1.49E3
2.37E3	1.56E3
2.31E3	1.64E3
2.22E3	1.72E3
2.16E3	1.77E3
2.08E3	1.81E3
1.57E3	1.82E3

Top Inner Involute Case Wrap:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 44
no sorting
1.79E3	1.01E2
1.88E3	1.10E2
1.99E3	1.34E2
2.09E3	1.63E2
2.19E3	2.10E2
2.27E3	2.59E2
2.35E3	3.16E2
2.41E3	3.70E2
2.47E3	4.38E2
2.54E3	5.19E2
2.59E3	6.12E2
2.64E3	7.05E2
2.68E3	8.21E2
2.70E3	9.30E2
2.69E3	1.24E3
2.66E3	1.37E3
2.62E3	1.48E3
2.55E3	1.60E3
2.49E3	1.69E3
2.38E3	1.80E3
2.00E3	2.01E3
1.85E3	2.04E3
1.75E3	2.04E3
1.63E3	2.04E3
1.52E3	2.02E3
1.18E3	1.82E3
1.09E3	1.71E3
1.04E3	1.61E3
9.96E2	1.49E3
9.76E2	1.37E3
9.75E2	1.26E3
9.97E2	1.12E3
1.04E3	1.01E3
1.10E3	9.00E2
1.18E3	8.00E2
1.27E3	7.16E2
1.37E3	6.57E2
1.48E3	6.09E2
1.58E3	5.84E2
1.66E3	5.75E2
1.73E3	5.74E2
1.78E3	5.85E2
1.82E3	5.96E2
1.84E3	6.04E2

Top Outter Involute Case Wrap:

y-range: 2.44E3; 0.00E0
scale: linear

points: 55
no sorting
1.81E3	4.70E1
1.84E3	5.35E1
1.86E3	6.20E1
1.87E3	6.65E1
1.90E3	7.15E1
1.97E3	8.65E1
2.07E3	1.14E2
2.16E3	1.53E2
2.26E3	2.01E2
2.34E3	2.53E2
2.41E3	3.14E2
2.47E3	3.67E2
2.54E3	4.47E2
2.59E3	5.28E2
2.65E3	6.29E2
2.70E3	7.41E2
2.72E3	8.11E2
2.74E3	8.97E2
2.74E3	9.33E2
2.74E3	1.24E3
2.72E3	1.34E3
2.69E3	1.42E3
2.65E3	1.52E3
2.60E3	1.61E3
2.53E3	1.70E3
2.45E3	1.80E3
2.14E3	2.01E3
1.99E3	2.05E3
1.82E3	2.08E3
1.65E3	2.08E3
1.51E3	2.06E3
1.40E3	2.02E3
1.12E3	1.82E3
1.06E3	1.75E3
1.02E3	1.67E3
9.73E2	1.57E3
9.43E2	1.46E3
9.29E2	1.34E3
9.33E2	1.23E3
9.52E2	1.12E3
9.79E2	1.03E3
1.02E3	9.47E2
1.06E3	8.75E2
1.12E3	7.94E2
1.19E3	7.22E2
1.28E3	6.57E2
1.37E3	6.04E2
1.47E3	5.66E2
1.59E3	5.39E2
1.71E3	5.27E2
1.77E3	5.30E2
1.80E3	5.36E2
1.82E3	5.40E2
1.84E3	5.44E2
1.85E3	5.47E2

Center Bearing ID of Outer Race:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 17
no sorting
1.73E3	1.49E3
1.60E3	1.46E3
1.49E3	1.36E3
1.45E3	1.24E3
1.46E3	1.11E3
1.51E3	1.02E3
1.59E3	9.57E2
1.69E3	9.23E2
1.79E3	9.28E2
1.87E3	9.59E2
1.95E3	1.03E3
2.00E3	1.12E3
2.01E3	1.22E3
1.99E3	1.31E3
1.94E3	1.38E3
1.88E3	1.44E3
1.82E3	1.47E3


Wabble Journal OD:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 12
no sorting
5.45E2	1.25E3
4.57E2	1.22E3
4.06E2	1.16E3
3.94E2	1.07E3
4.30E2	9.82E2
5.02E2	9.31E2
5.90E2	9.26E2
6.68E2	9.74E2
7.05E2	1.05E3
7.05E2	1.11E3
6.82E2	1.17E3
6.28E2	1.23E3


Port 1a Outline (one of two identical):

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 35
no sorting
2.07E3	1.28E3
2.08E3	1.21E3
2.07E3	1.15E3
2.06E3	1.10E3
2.04E3	1.05E3
2.02E3	1.02E3
1.99E3	9.83E2
1.97E3	9.58E2
1.99E3	9.49E2
2.01E3	9.29E2
2.03E3	9.14E2
2.05E3	9.01E2
2.06E3	8.94E2
2.08E3	8.80E2
2.09E3	8.80E2
2.09E3	8.87E2
2.11E3	9.09E2
2.11E3	9.22E2
2.11E3	9.30E2
2.12E3	9.40E2
2.12E3	9.51E2
2.13E3	9.58E2
2.14E3	9.74E2
2.15E3	9.97E2
2.16E3	1.04E3
2.16E3	1.08E3
2.16E3	1.13E3
2.16E3	1.17E3
2.15E3	1.21E3
2.14E3	1.25E3
2.13E3	1.28E3
2.12E3	1.29E3
2.10E3	1.30E3
2.09E3	1.30E3
2.08E3	1.29E3

Port 2a Outline (one of two identical):

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 31
no sorting
1.96E3	9.51E2
1.93E3	9.36E2
1.92E3	9.27E2
1.90E3	9.19E2
1.89E3	9.11E2
1.88E3	9.03E2
1.88E3	8.94E2
1.88E3	8.78E2
1.88E3	8.56E2
1.91E3	8.37E2
1.92E3	8.29E2
1.94E3	8.21E2
1.95E3	8.10E2
