Metal Scale From 2" to 9":

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 2
no sorting
2.42E2	1.92E3
2.96E3	1.84E3


Right Inner Involute of Wabble Wrap

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 91
no sorting
2.29E3	1.44E3
2.28E3	1.47E3
2.27E3	1.51E3
2.26E3	1.54E3
2.24E3	1.57E3
2.22E3	1.59E3
2.20E3	1.62E3
2.17E3	1.65E3
2.16E3	1.67E3
2.12E3	1.70E3
2.08E3	1.74E3
2.04E3	1.76E3
1.99E3	1.79E3
1.94E3	1.81E3
1.89E3	1.83E3
1.83E3	1.85E3
1.77E3	1.87E3
1.73E3	1.87E3
1.68E3	1.88E3
1.61E3	1.88E3
1.53E3	1.87E3
1.46E3	1.85E3
1.39E3	1.83E3
1.32E3	1.80E3
1.25E3	1.76E3
1.21E3	1.73E3
1.16E3	1.70E3
1.11E3	1.64E3
1.06E3	1.59E3
1.02E3	1.53E3
9.90E2	1.47E3
9.62E2	1.41E3
9.45E2	1.35E3
9.30E2	1.29E3
9.20E2	1.23E3
9.17E2	1.16E3
9.20E2	1.10E3
9.28E2	1.04E3
9.39E2	9.88E2
9.56E2	9.32E2
9.98E2	8.33E2
1.04E3	7.68E2
1.07E3	7.11E2
1.12E3	6.54E2
1.17E3	6.06E2
1.22E3	5.59E2
1.27E3	5.18E2
1.32E3	4.80E2
1.38E3	4.46E2
1.44E3	4.18E2
1.52E3	3.86E2
1.58E3	3.64E2
1.66E3	3.47E2
1.72E3	3.36E2
1.78E3	3.30E2
1.84E3	3.28E2
1.90E3	3.30E2
1.97E3	3.36E2
2.03E3	3.46E2
2.10E3	3.61E2
2.17E3	3.82E2
2.23E3	4.07E2
2.30E3	4.37E2
2.35E3	4.69E2
2.40E3	4.99E2
2.45E3	5.37E2
2.50E3	5.80E2
2.54E3	6.21E2
2.58E3	6.66E2
2.62E3	7.10E2
2.65E3	7.54E2
2.68E3	7.98E2
2.70E3	8.41E2
2.73E3	8.85E2
2.75E3	9.50E2
2.77E3	9.97E2
2.78E3	1.04E3
2.80E3	1.10E3
2.81E3	1.14E3
2.81E3	1.19E3
2.82E3	1.25E3
2.82E3	1.32E3
2.81E3	1.39E3
2.80E3	1.46E3
2.79E3	1.51E3
2.78E3	1.58E3
2.76E3	1.63E3
2.74E3	1.68E3
2.72E3	1.72E3
2.70E3	1.76E3
2.68E3	1.79E3


Right Outter Involute of Wabble Wrap

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 104
no sorting
2.35E3	1.45E3
2.34E3	1.48E3
2.32E3	1.52E3
2.30E3	1.56E3
2.27E3	1.60E3
2.24E3	1.64E3
2.22E3	1.67E3
2.19E3	1.70E3
2.15E3	1.73E3
2.11E3	1.76E3
2.06E3	1.80E3
2.01E3	1.83E3
1.96E3	1.85E3
1.88E3	1.89E3
1.46E3	1.90E3
1.39E3	1.88E3
1.30E3	1.84E3
1.24E3	1.81E3
1.18E3	1.77E3
1.12E3	1.72E3
1.07E3	1.66E3
1.03E3	1.62E3
1.00E3	1.58E3
9.78E2	1.54E3
9.50E2	1.49E3
9.25E2	1.43E3
9.07E2	1.38E3
8.97E2	1.34E3
8.86E2	1.29E3
8.79E2	1.24E3
8.76E2	1.19E3
8.76E2	1.15E3
8.76E2	1.11E3
8.81E2	1.07E3
8.87E2	1.03E3
8.97E2	9.84E2
9.12E2	9.33E2
9.29E2	8.87E2
9.46E2	8.44E2
9.66E2	8.04E2
9.89E2	7.64E2
1.01E3	7.29E2
1.04E3	6.96E2
1.06E3	6.66E2
1.08E3	6.44E2
1.11E3	6.11E2
1.14E3	5.77E2
1.18E3	5.43E2
1.21E3	5.12E2
1.25E3	4.81E2
1.29E3	4.53E2
1.34E3	4.23E2
1.39E3	3.97E2
1.43E3	3.77E2
1.48E3	3.57E2
1.53E3	3.39E2
1.58E3	3.22E2
1.65E3	3.08E2
1.70E3	2.98E2
1.76E3	2.92E2
1.82E3	2.88E2
1.89E3	2.89E2
1.95E3	2.94E2
2.00E3	2.97E2
2.06E3	3.09E2
2.11E3	3.22E2
2.16E3	3.36E2
2.21E3	3.53E2
2.26E3	3.75E2
2.31E3	3.99E2
2.37E3	4.31E2
2.42E3	4.62E2
2.46E3	4.94E2
2.50E3	5.29E2
2.54E3	5.59E2
2.58E3	6.05E2
2.62E3	6.49E2
2.66E3	6.95E2
2.69E3	7.36E2
2.72E3	7.85E2
2.75E3	8.32E2
2.77E3	8.87E2
2.80E3	9.44E2
2.81E3	9.95E2
2.83E3	1.07E3
2.85E3	1.13E3
2.85E3	1.17E3
2.86E3	1.22E3
2.86E3	1.27E3
2.86E3	1.33E3
2.86E3	1.39E3
2.85E3	1.44E3
2.84E3	1.48E3
2.83E3	1.53E3
2.82E3	1.57E3
2.81E3	1.62E3
2.79E3	1.67E3
2.77E3	1.71E3
2.76E3	1.74E3
2.75E3	1.76E3
2.75E3	1.77E3
2.75E3	1.79E3
2.74E3	1.80E3
2.73E3	1.82E3

Center Bearing Seal Ridge Circumfrance:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 15
no sorting
1.73E3	1.47E3
1.64E3	1.44E3
1.57E3	1.37E3
1.54E3	1.28E3
1.57E3	1.17E3
1.64E3	1.10E3
1.72E3	1.07E3
1.83E3	1.09E3
1.90E3	1.15E3
1.94E3	1.22E3
1.94E3	1.30E3
1.92E3	1.36E3
1.89E3	1.41E3
1.84E3	1.45E3
1.78E3	1.47E3

Center Port 1A:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 23
no sorting
1.60E3	1.64E3
1.57E3	1.65E3
1.53E3	1.64E3
1.47E3	1.61E3
1.41E3	1.57E3
1.36E3	1.53E3
1.33E3	1.50E3
1.32E3	1.48E3
1.32E3	1.46E3
1.33E3	1.45E3
1.35E3	1.44E3
1.39E3	1.43E3
1.42E3	1.42E3
1.44E3	1.44E3
1.45E3	1.45E3
1.47E3	1.48E3
1.48E3	1.51E3
1.51E3	1.53E3
1.53E3	1.55E3
1.56E3	1.57E3
1.58E3	1.59E3
1.60E3	1.60E3
1.60E3	1.62E3

Center Port 2A:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 22
no sorting
1.28E3	1.36E3
1.25E3	1.33E3
1.24E3	1.29E3
1.23E3	1.26E3
1.24E3	1.24E3
1.25E3	1.23E3
1.27E3	1.23E3
1.29E3	1.23E3
1.31E3	1.23E3
1.33E3	1.22E3
1.35E3	1.20E3
1.37E3	1.20E3
1.40E3	1.21E3
1.41E3	1.23E3
1.41E3	1.26E3
1.40E3	1.28E3
1.40E3	1.30E3
1.40E3	1.31E3
1.39E3	1.33E3
1.36E3	1.34E3
1.34E3	1.35E3
1.31E3	1.36E3

Center Port 3A:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 17
no sorting
1.40E3	1.17E3
1.37E3	1.15E3
1.35E3	1.14E3
1.34E3	1.12E3
1.34E3	1.11E3
1.35E3	1.08E3
1.37E3	1.06E3
1.38E3	1.06E3
1.41E3	1.06E3
1.43E3	1.07E3
1.45E3	1.08E3
1.45E3	1.10E3
1.45E3	1.11E3
1.44E3	1.13E3
1.44E3	1.15E3
1.43E3	1.16E3
1.42E3	1.17E3

Pivot Bushing ID:

x-range: 0.00E0; 3.26E3
scale: linear

y-range: 2.44E3; 0.00E0
scale: linear

points: 14
no sorting
2.29E3	3.58E2
2.26E3	3.38E2
2.24E3	2.94E2
2.24E3	2.48E2
2.27E3	2.17E2
2.30E3	1.97E2
2.35E3	1.95E2
2.38E3	2.11E2
2.41E3	2.44E2
2.42E3	2.83E2
2.42E3	3.23E2
2.39E3	3.52E2
2.36E3	3.67E2
2.32E3	3.68E2


Left Inner Involute of Wabble Wrap

x-range: 0.00E0; 3.26E3
